datetime,latitude,longitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time,time_diff_day
2011-01-01 18:56:58,26.786666666666665,63.09,577.0,6.8,,,9,,"SANTIAGO DEL ESTERO,ARG. USGS",2011-01-01 18:56:58,6 days 20:40:21
2011-01-09 19:03:44,19.156666666666663,168.31,24.0,6.1,6.4,,9,,VANUATU (NEW HEBRIDES)   USGS,2011-01-09 19:03:44,8 days 00:06:46
2011-01-13 06:32:54,27.075,140.17333333333335,516.0,6.3,6.2,2.0,8,332.0,W OFF OGASAWARA          NPS,2011-01-13 06:32:54,3 days 11:29:10
2011-01-14 01:16:41,20.626666666666665,168.47,9.0,6.6,7.1,,9,,LOYALTY ISLANDS          USGS,2011-01-14 01:16:41,0 days 18:43:47
2011-01-18 04:20:57,5.03,102.64666666666666,36.0,6.1,5.9,,9,,"S SUMATERA, INDONESIA    USGS",2011-01-18 04:20:57,4 days 03:04:16
2011-01-19 05:23:23,28.776666666666667,63.95,68.0,6.7,,,9,,SOUTHWESTERN PAKISTAN    USGS,2011-01-19 05:23:23,1 days 01:02:26
2011-01-29 15:55:26,70.935,6.678333333333334,6.0,6.1,6.1,,9,,JAN MAYEN ISLAND REGION  USGS,2011-01-29 15:55:26,10 days 10:32:03
2011-02-04 22:53:46,24.616666666666667,94.68,85.0,6.4,,,9,,MYANMAR-INDIA BORDER     USGS,2011-02-04 22:53:46,6 days 06:58:20
2011-02-10 23:39:27,4.195,122.97333333333331,523.0,6.1,,,9,,CELEBES SEA              USGS,2011-02-10 23:39:27,6 days 00:45:41
2011-02-10 23:41:58,4.076666666666666,123.03833333333333,525.0,6.3,,,9,,CELEBES SEA              USGS,2011-02-10 23:41:58,0 days 00:02:31
2011-02-21 06:43:24,55.91666666666666,162.11666666666667,33.0,6.1,5.9,,9,,NEAR KAMCHATKA E. COAST  USGS,2011-02-21 06:43:24,10 days 07:01:26
2011-02-21 19:57:52,26.141666666666666,178.39333333333337,558.0,6.3,,,9,,SOUTH OF FIJI            USGS,2011-02-21 19:57:52,0 days 13:14:28
2011-03-06 23:32:36,56.42166666666667,27.061666666666667,88.0,6.6,,,9,,SOUTH SANDWICH ISLANDS   USGS,2011-03-06 23:32:36,13 days 03:34:44
2011-03-07 09:09:36,10.348333333333333,160.765,22.0,6.2,6.6,,9,,SOLOMON ISLANDS          USGS,2011-03-07 09:09:36,0 days 09:37:00
2011-03-09 11:45:12,38.32833333333333,143.27833333333334,8.0,7.3,7.3,5.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-09 11:45:12,2 days 02:35:36
2011-03-09 11:57:10,38.321666666666665,143.39666666666668,12.0,6.2,,2.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-09 11:57:10,0 days 00:11:58
2011-03-09 13:36:59,38.605,143.2483333333333,11.0,6.1,6.2,3.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-09 13:36:59,0 days 01:39:49
2011-03-10 03:16:14,38.27,142.87833333333333,29.0,6.4,6.0,3.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-10 03:16:14,0 days 13:39:15
2011-03-10 03:44:35,38.47833333333333,143.43166666666667,36.0,6.3,5.8,3.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-10 03:44:35,0 days 00:28:21
2011-03-10 06:22:11,38.13166666666667,143.21833333333333,18.0,6.3,6.4,,2,64.0,FAR E OFF MIYAGI PREF,2011-03-10 06:22:11,0 days 02:37:36
2011-03-10 06:23:59,38.17166666666667,143.04333333333332,9.0,6.8,6.4,4.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-10 06:23:59,0 days 00:01:48
2011-03-11 02:08:36,6.871666666666666,116.72,511.0,6.2,,,9,,BALI SEA                 USGS,2011-03-11 02:08:36,0 days 19:44:37
2011-03-11 14:46:18,38.10333333333333,142.86,24.0,9.0,8.4,7.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-11 14:46:18,0 days 12:37:42
2011-03-11 14:51:20,37.31,142.23666666666668,33.0,6.8,,5.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 14:51:20,0 days 00:05:02
2011-03-11 14:54:31,37.50666666666667,141.35166666666666,34.0,6.1,,5.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 14:54:31,0 days 00:03:11
2011-03-11 14:58:05,37.68833333333333,141.93333333333334,35.0,6.6,6.5,5.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 14:58:05,0 days 00:03:34
2011-03-11 15:06:10,39.04333333333334,142.39666666666668,29.0,6.5,6.7,5.0,2,62.0,E OFF IWATE PREF,2011-03-11 15:06:10,0 days 00:08:05
2011-03-11 15:07:16,36.30166666666667,142.225,20.0,6.5,,4.0,3,112.0,FAR E OFF IBARAKI PREF,2011-03-11 15:07:16,0 days 00:01:06
2011-03-11 15:08:53,39.82,142.76666666666668,32.0,7.4,7.4,5.0,2,62.0,E OFF IWATE PREF         NPS,2011-03-11 15:08:53,0 days 00:01:37
2011-03-11 15:12:58,37.22666666666667,141.645,39.0,6.7,6.3,5.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 15:12:58,0 days 00:04:05
2011-03-11 15:15:34,36.12,141.2516666666667,43.0,7.6,7.7,6.5,3,112.0,FAR E OFF IBARAKI PREF   NPS,2011-03-11 15:15:34,0 days 00:02:36
2011-03-11 15:21:27,38.275,142.84166666666667,6.0,6.2,,3.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-11 15:21:27,0 days 00:05:53
2011-03-11 15:23:05,39.02,142.41,31.0,6.1,6.3,4.0,2,62.0,E OFF IWATE PREF,2011-03-11 15:23:05,0 days 00:01:38
2011-03-11 15:25:44,37.91333333333333,144.75,11.0,7.5,7.5,4.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2011-03-11 15:25:44,0 days 00:02:39
2011-03-11 15:29:15,37.93333333333333,143.93166666666667,15.0,6.9,,3.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-11 15:29:15,0 days 00:03:31
2011-03-11 15:33:01,36.605,142.105,43.0,6.1,,,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 15:33:01,0 days 00:03:46
2011-03-11 15:33:15,37.49166666666667,143.53,40.0,6.4,,3.0,2,70.0,FAR E OFF FUKUSHIMA PREF,2011-03-11 15:33:15,0 days 00:00:14
2011-03-11 15:42:17,37.42,142.59666666666666,9.0,6.2,,3.0,2,68.0,SE OFF MIYAGI PREF,2011-03-11 15:42:17,0 days 00:09:02
2011-03-11 15:57:13,35.818333333333335,141.18166666666667,28.0,6.2,5.7,4.0,3,110.0,NEAR CHOSHI CITY,2011-03-11 15:57:13,0 days 00:14:56
2011-03-11 15:59:01,37.531666666666666,144.43166666666667,50.0,6.8,,2.0,8,327.0,FAR E OFF NORTH HONSHU,2011-03-11 15:59:01,0 days 00:01:48
2011-03-11 16:10:56,37.818333333333335,142.85833333333332,27.0,6.2,6.1,3.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-11 16:10:56,0 days 00:11:55
2011-03-11 16:14:57,36.556666666666665,142.04,25.0,6.8,6.7,4.0,3,112.0,FAR E OFF IBARAKI PREF,2011-03-11 16:14:57,0 days 00:04:01
2011-03-11 16:17:42,37.141666666666666,142.59,20.0,6.5,,4.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 16:17:42,0 days 00:02:45
2011-03-11 16:25:36,38.06333333333333,144.5016666666667,40.0,6.2,7.3,3.0,8,327.0,FAR E OFF NORTH HONSHU,2011-03-11 16:25:36,0 days 00:07:54
2011-03-11 16:28:11,36.89,141.8733333333333,44.0,6.2,6.2,,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 16:28:11,0 days 00:02:35
2011-03-11 16:28:59,39.02166666666667,142.31,17.0,6.6,6.8,5.5,2,62.0,E OFF IWATE PREF,2011-03-11 16:28:59,0 days 00:00:48
2011-03-11 16:56:09,37.04833333333333,142.56833333333333,11.0,6.2,6.3,3.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 16:56:09,0 days 00:27:10
2011-03-11 17:12:06,36.54833333333333,141.385,32.0,6.6,6.0,4.0,3,111.0,E OFF IBARAKI PREF,2011-03-11 17:12:06,0 days 00:15:57
2011-03-11 17:15:43,37.263333333333335,144.26,32.0,6.5,,2.0,8,327.0,FAR E OFF NORTH HONSHU,2011-03-11 17:15:43,0 days 00:03:37
2011-03-11 17:19:17,36.156666666666666,141.715,36.0,6.8,6.4,4.0,3,112.0,FAR E OFF IBARAKI PREF,2011-03-11 17:19:17,0 days 00:03:34
2011-03-11 17:27:48,38.031666666666666,142.785,30.0,6.2,,3.0,2,64.0,FAR E OFF MIYAGI PREF,2011-03-11 17:27:48,0 days 00:08:31
2011-03-11 19:10:39,39.333333333333336,142.15166666666667,44.0,6.2,6.0,4.0,2,62.0,E OFF IWATE PREF,2011-03-11 19:10:39,0 days 01:42:51
2011-03-11 20:36:39,39.23,142.57833333333335,24.0,6.7,6.8,5.0,2,62.0,E OFF IWATE PREF,2011-03-11 20:36:39,0 days 01:26:00
2011-03-11 21:13:03,37.225,142.21666666666667,26.0,6.2,6.4,4.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-11 21:13:03,0 days 00:36:24
2011-03-12 00:13:12,36.053333333333335,142.0,23.0,6.7,6.2,4.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2011-03-12 00:13:12,0 days 03:00:09
2011-03-12 00:20:04,36.41666666666666,141.91,0.0,6.3,6.2,,3,112.0,FAR E OFF IBARAKI PREF,2011-03-12 00:20:04,0 days 00:06:52
2011-03-12 02:17:23,35.403333333333336,142.02666666666667,22.0,6.1,5.9,2.0,3,113.0,FAR E OFF KANTO          NPS,2011-03-12 02:17:23,0 days 01:57:19
2011-03-12 03:59:15,36.985,138.59666666666666,8.0,6.7,6.3,6.5,4,132.0,MID NIIGATA PREF         NPS,2011-03-12 03:59:15,0 days 01:41:52
2011-03-12 04:02:57,39.35333333333333,142.93666666666667,9.0,6.3,6.9,4.0,2,63.0,FAR E OFF SANRIKU,2011-03-12 04:02:57,0 days 00:03:42
2011-03-12 04:46:46,40.39333333333333,139.08833333333334,4.0,6.4,6.2,4.0,2,58.0,W OFF AKITA PREF         NPS,2011-03-12 04:46:46,0 days 00:43:49
2011-03-12 05:11:21,38.97166666666666,142.755,6.0,6.4,6.1,3.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-12 05:11:21,0 days 00:24:35
2011-03-12 10:34:07,38.83166666666666,142.88833333333332,0.0,6.2,5.6,3.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-03-12 10:34:07,0 days 05:22:46
2011-03-12 10:47:12,37.475,142.75333333333333,0.0,6.8,6.5,4.0,2,70.0,FAR E OFF FUKUSHIMA PREF NPS,2011-03-12 10:47:12,0 days 00:13:05
2011-03-12 22:15:41,37.196666666666665,141.425,40.0,6.2,6.2,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-03-12 22:15:41,0 days 11:28:29
2011-03-13 07:12:44,37.605,142.05333333333334,9.0,6.1,5.9,3.0,2,68.0,SE OFF MIYAGI PREF       NPS,2011-03-13 07:12:44,0 days 08:57:03
2011-03-13 08:24:46,38.01166666666666,141.94833333333332,15.0,6.2,5.8,5.0,2,68.0,SE OFF MIYAGI PREF       NPS,2011-03-13 08:24:46,0 days 01:12:02
2011-03-13 10:26:02,35.82666666666667,141.97166666666666,11.0,6.6,6.2,4.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2011-03-13 10:26:02,0 days 02:01:16
2011-03-13 11:23:30,36.49333333333333,141.91166666666666,23.0,6.2,5.5,2.0,3,112.0,FAR E OFF IBARAKI PREF,2011-03-13 11:23:30,0 days 00:57:28
2011-03-13 20:37:27,37.395,142.43333333333334,2.0,6.1,5.8,3.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-03-13 20:37:27,0 days 09:13:57
2011-03-14 10:02:38,36.458333333333336,141.125,32.0,6.2,5.8,5.0,3,111.0,E OFF IBARAKI PREF       NPS,2011-03-14 10:02:38,0 days 13:25:11
2011-03-14 15:12:33,37.803333333333335,142.58666666666667,7.0,6.5,6.0,4.0,2,68.0,SE OFF MIYAGI PREF       NPS,2011-03-14 15:12:33,0 days 05:09:55
2011-03-15 18:49:51,37.388333333333335,142.33166666666668,7.0,6.3,5.8,3.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-03-15 18:49:51,1 days 03:37:18
2011-03-15 22:27:53,37.598333333333336,142.29833333333335,10.0,6.2,6.7,4.0,2,69.0,E OFF FUKUSHIMA PREF,2011-03-15 22:27:53,0 days 03:38:02
2011-03-15 22:31:46,35.30833333333333,138.71333333333334,14.0,6.4,6.0,6.5,4,153.0,MT. FUJI REGION          NPS,2011-03-15 22:31:46,0 days 00:03:53
2011-03-16 00:23:52,40.37,143.47333333333333,18.0,6.3,6.0,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-03-16 00:23:52,0 days 01:52:06
2011-03-16 12:52:02,35.836666666666666,140.905,10.0,6.1,5.8,5.0,3,110.0,NEAR CHOSHI CITY         NPS,2011-03-16 12:52:02,0 days 12:28:10
2011-03-19 10:22:42,39.65833333333333,143.34666666666666,13.0,6.1,5.8,2.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-03-19 10:22:42,2 days 21:30:40
2011-03-19 18:56:48,36.78333333333333,140.57,5.0,6.1,5.8,5.5,3,86.0,NORTHERN IBARAKI PREF    NPS,2011-03-19 18:56:48,0 days 08:34:06
2011-03-22 16:18:40,37.085,144.24666666666667,28.0,6.7,6.5,4.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2011-03-22 16:18:40,2 days 21:21:52
2011-03-22 18:19:05,37.315,141.91,43.0,6.4,6.1,4.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-03-22 18:19:05,0 days 02:00:25
2011-03-22 18:44:25,39.91833333333334,143.66,0.0,6.5,6.3,4.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-03-22 18:44:25,0 days 00:25:20
2011-03-24 17:20:58,39.07666666666667,142.35666666666663,34.0,6.2,5.9,5.0,2,62.0,E OFF IWATE PREF         NPS,2011-03-24 17:20:58,1 days 22:36:33
2011-03-24 22:55:12,20.686666666666667,99.82166666666669,8.0,6.3,7.1,,9,,MYANMAR                  USGS,2011-03-24 22:55:12,0 days 05:34:14
2011-03-25 20:36:24,38.72833333333333,142.10666666666663,45.0,6.3,6.2,4.0,2,65.0,E OFF MIYAGI PREF        NPS,2011-03-25 20:36:24,0 days 21:41:12
2011-03-28 07:23:57,38.38333333333333,142.345,32.0,6.5,6.2,5.0,2,65.0,E OFF MIYAGI PREF        NPS,2011-03-28 07:23:57,2 days 10:47:33
2011-03-29 19:54:30,37.40833333333333,142.46833333333333,13.0,6.6,6.2,4.0,2,68.0,SE OFF MIYAGI PREF       NPS,2011-03-29 19:54:30,1 days 12:30:33
2011-03-30 14:29:52,36.123333333333335,142.47,80.0,6.3,5.8,1.0,3,113.0,FAR E OFF KANTO          NPS,2011-03-30 14:29:52,0 days 18:35:22
2011-03-31 16:15:29,38.87166666666667,142.08333333333334,47.0,6.1,6.0,5.0,2,66.0,KINKAZAN REGION          NPS,2011-03-31 16:15:29,1 days 01:45:37
2011-04-01 22:29:10,35.66166666666667,26.56,60.0,6.2,,,9,,CRETE                    USGS,2011-04-01 22:29:10,1 days 06:13:41
2011-04-04 05:06:40,9.846666666666666,107.69166666666666,14.0,6.4,6.3,,9,,"SOUTH OF JAWA, INDONESIA USGS",2011-04-04 05:06:40,2 days 06:37:30
2011-04-07 23:32:43,38.20333333333333,141.92,66.0,7.2,7.1,6.5,2,65.0,E OFF MIYAGI PREF        NPS,2011-04-07 23:32:43,3 days 18:26:03
2011-04-11 17:16:12,36.945,140.67166666666665,6.0,7.0,6.7,6.0,2,56.0,EASTERN FUKUSHIMA PREF   NPS,2011-04-11 17:16:12,3 days 17:43:29
2011-04-12 08:08:15,35.48166666666667,140.86666666666667,26.0,6.4,6.2,5.0,3,110.0,NEAR CHOSHI CITY         NPS,2011-04-12 08:08:15,0 days 14:52:03
2011-04-12 14:07:42,37.05166666666667,140.64333333333337,15.0,6.4,5.9,6.0,2,56.0,EASTERN FUKUSHIMA PREF   NPS,2011-04-12 14:07:42,0 days 05:59:27
2011-04-14 04:57:18,39.64666666666667,143.80833333333334,0.0,6.3,6.1,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-04-14 04:57:18,1 days 14:49:36
2011-04-23 13:16:54,10.375,161.2,79.0,6.7,,,9,,SOLOMON ISLANDS          USGS,2011-04-23 13:16:54,9 days 08:19:36
2011-04-23 19:12:46,39.13166666666667,143.0,35.0,6.1,6.0,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-04-23 19:12:46,0 days 05:55:52
2011-05-05 23:58:19,38.211666666666666,144.11833333333334,42.0,6.1,6.1,3.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2011-05-05 23:58:19,12 days 04:45:33
2011-05-10 17:55:08,20.24333333333333,168.225,11.0,6.4,6.8,,9,,LOYALTY ISLANDS          USGS,2011-05-10 17:55:08,4 days 17:56:49
2011-05-16 03:37:10,6.1033333333333335,154.41333333333333,40.0,6.3,6.2,,9,,SOLOMON ISLANDS          USGS,2011-05-16 03:37:10,5 days 09:42:02
2011-05-21 04:43:16,7.191666666666666,146.90833333333333,7.0,6.2,5.5,,9,,"E NEW GUINEA REG.,P.N.G. USGS",2011-05-21 04:43:16,5 days 01:06:06
2011-05-29 02:07:40,5.711666666666667,103.48166666666668,26.0,6.1,5.5,,9,,"S SUMATERA, INDONESIA    USGS",2011-05-29 02:07:40,7 days 21:24:24
2011-06-03 09:05:02,37.30166666666667,143.83166666666668,57.0,6.1,6.1,3.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2011-06-03 09:05:02,5 days 06:57:22
2011-06-13 23:31:22,2.515,126.45666666666666,61.0,6.4,,,9,,NORTHERN MOLUCCA SEA     USGS,2011-06-13 23:31:22,10 days 14:26:20
2011-06-16 09:03:35,5.926666666666667,151.04,16.0,6.1,6.5,,9,,"NEW BRITAIN, P.N.G.      USGS",2011-06-16 09:03:35,2 days 09:32:13
2011-06-23 06:50:50,39.946666666666665,142.59,36.0,6.9,6.7,5.0,2,62.0,E OFF IWATE PREF         NPS,2011-06-23 06:50:50,6 days 21:47:15
2011-06-24 12:09:39,52.05,171.835,52.0,6.9,,,9,,"FOX ISLANDS,ALEUTIAN IS. USGS",2011-06-24 12:09:39,1 days 05:18:49
2011-07-07 04:03:18,29.53833333333333,176.34,17.0,7.0,7.8,,9,,KERMADEC ISLANDS REGION  USGS,2011-07-07 04:03:18,12 days 15:53:39
2011-07-10 09:57:07,38.031666666666666,143.50666666666666,34.0,7.3,7.0,4.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2011-07-10 09:57:07,3 days 05:53:49
2011-07-12 05:47:04,9.508333333333333,122.175,19.0,6.1,6.1,,9,,"NEGROS, PHILIPPINE IS.   USGS",2011-07-12 05:47:04,1 days 19:49:57
2011-07-17 04:59:12,54.78666666666667,161.29,36.0,6.3,5.9,,9,,ALASKA PENINSULA         USGS,2011-07-17 04:59:12,4 days 23:12:08
2011-07-23 13:34:23,38.873333333333335,142.09,47.0,6.4,6.3,5.5,2,66.0,KINKAZAN REGION          NPS,2011-07-23 13:34:23,6 days 08:35:11
2011-07-25 03:51:25,37.708333333333336,141.6266666666667,46.0,6.3,6.3,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-07-25 03:51:25,1 days 14:17:02
2011-07-29 16:42:22,23.78333333333333,179.76,523.0,6.2,,,9,,SOUTH OF FIJI            USGS,2011-07-29 16:42:22,4 days 12:50:57
2011-07-31 03:53:50,36.90166666666666,141.22,57.0,6.5,6.4,5.5,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-07-31 03:53:50,1 days 11:11:28
2011-08-01 23:58:11,34.70666666666666,138.54833333333335,23.0,6.2,5.9,5.0,4,173.0,SOUTHERN SURUGA BAY REG  NPS,2011-08-01 23:58:11,1 days 20:04:21
2011-08-12 03:22:04,36.96833333333333,141.16,52.0,6.1,5.8,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-08-12 03:22:04,10 days 03:23:53
2011-08-16 20:03:57,2.33,128.0016666666667,35.0,6.1,5.7,,9,,CERAM SEA                USGS,2011-08-16 20:03:57,4 days 16:41:53
2011-08-17 20:44:08,36.76833333333333,143.76333333333332,52.0,6.2,6.2,2.0,8,328.0,FAR E OFF CENTRAL HONSHU NPS,2011-08-17 20:44:08,1 days 00:40:11
2011-08-19 14:36:31,37.64833333333333,141.79666666666665,51.0,6.5,6.3,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-08-19 14:36:31,1 days 17:52:23
2011-08-21 01:55:02,18.365,168.14166666666668,32.0,6.2,7.1,,9,,VANUATU (NEW HEBRIDES)   USGS,2011-08-21 01:55:02,1 days 11:18:31
2011-08-21 03:19:23,18.31,168.21666666666667,28.0,6.4,7.1,,9,,VANUATU (NEW HEBRIDES)   USGS,2011-08-21 03:19:23,0 days 01:24:21
2011-08-22 20:23:35,36.10666666666667,141.98333333333332,34.0,6.1,5.8,3.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2011-08-22 20:23:35,1 days 17:04:12
2011-08-25 02:46:11,7.64,74.525,147.0,6.8,,,9,,PERU-BRAZIL BORDER REG.  USGS,2011-08-25 02:46:11,2 days 06:22:36
2011-09-02 22:47:09,28.39666666666667,63.028333333333336,579.0,6.4,,,9,,"SANTIAGO DEL ESTERO,ARG. USGS",2011-09-02 22:47:09,8 days 20:00:58
2011-09-04 07:55:40,20.67,169.715,185.0,6.4,,,9,,VANUATU (NEW HEBRIDES)   USGS,2011-09-04 07:55:40,1 days 09:08:31
2011-09-05 18:52:01,15.295,173.62,37.0,6.2,6.2,,9,,TONGA                    USGS,2011-09-05 18:52:01,1 days 10:56:21
2011-09-06 02:55:11,2.965,97.89166666666668,91.0,6.6,,,9,,"N SUMATERA, INDONESIA    USGS",2011-09-06 02:55:11,0 days 08:03:10
2011-09-10 04:41:34,49.535,126.89166666666668,22.0,6.3,6.4,,9,,VANCOUVER ISLAND REGION  USGS,2011-09-10 04:41:34,4 days 01:46:23
2011-09-15 03:10:09,53.10666666666667,172.98333333333332,15.0,6.1,5.7,,9,,"NEAR ISLS., ALEUTIAN IS. USGS",2011-09-15 03:10:09,4 days 22:28:35
2011-09-15 17:00:08,36.255,141.48333333333332,51.0,6.3,6.2,4.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2011-09-15 17:00:08,0 days 13:49:59
2011-09-16 04:31:04,21.61,179.52666666666667,645.0,6.1,,,9,,FIJI REGION              USGS,2011-09-16 04:31:04,0 days 11:30:56
2011-09-17 04:26:35,40.25833333333333,143.085,7.0,6.6,6.6,4.0,2,61.0,NE OFF IWATE PREF        NPS,2011-09-17 04:26:35,0 days 23:55:31
2011-09-17 06:08:02,40.24666666666667,143.21166666666667,4.0,6.1,5.9,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2011-09-17 06:08:02,0 days 01:41:27
2011-10-06 20:12:30,24.176666666666662,64.21833333333333,15.0,6.5,5.7,,9,,"SALTA PROV., ARGENTINA   USGS",2011-10-06 20:12:30,19 days 14:04:28
2011-10-21 17:02:36,43.79333333333334,142.65166666666667,196.0,6.3,6.1,3.0,1,3.0,KAMIKAWA-SORACHI REGION  NPS,2011-10-21 17:02:36,14 days 20:50:06
2011-10-22 02:57:16,28.991666666666667,176.23666666666668,33.0,6.4,7.5,,9,,KERMADEC ISLANDS REGION  USGS,2011-10-22 02:57:16,0 days 09:54:40
2011-10-23 19:41:22,38.72166666666666,43.51166666666666,16.0,6.9,7.3,,9,,TURKEY                   USGS,2011-10-23 19:41:22,1 days 16:44:06
2011-10-29 03:54:34,14.436666666666667,75.965,24.0,6.5,6.9,,9,,NEAR COAST OF PERU       USGS,2011-10-29 03:54:34,5 days 08:13:12
2011-11-08 11:59:06,27.296666666666667,125.73833333333332,217.0,7.0,6.9,4.0,8,312.0,EAST CHINA SEA REGION    NPS,2011-11-08 11:59:06,10 days 08:04:32
2011-11-23 03:48:16,15.363333333333332,65.09,550.0,6.2,,,9,,CENTRAL BOLIVIA          USGS,2011-11-23 03:48:16,14 days 15:49:10
2011-11-24 04:24:30,37.33,141.61166666666668,45.0,6.1,6.1,4.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2011-11-24 04:24:30,1 days 00:36:14
2011-11-24 19:25:33,41.75,142.88666666666666,43.0,6.2,6.2,5.0,1,30.0,S OFF URAKAWA            NPS,2011-11-24 19:25:33,0 days 15:01:03
2011-12-11 18:54:55,56.00833333333333,28.183333333333334,116.0,6.1,,,9,,SOUTH SANDWICH ISLANDS   USGS,2011-12-11 18:54:55,16 days 23:29:22
2011-12-14 14:04:59,7.56,146.80333333333334,141.0,6.6,,,9,,"E NEW GUINEA REG.,P.N.G. USGS",2011-12-14 14:04:59,2 days 19:10:04
2011-12-28 00:21:56,51.84166666666667,95.91,15.0,6.1,6.7,,9,,"SW SIBERIA, RUSSIA       USGS",2011-12-28 00:21:56,13 days 10:16:57
2012-01-01 14:27:52,31.426666666666662,138.565,397.0,7.0,6.8,4.0,8,331.0,NEAR TORISHIMA IS        NPS,2012-01-01 14:27:52,4 days 14:05:56
2012-01-09 13:07:14,10.616666666666667,165.16,28.0,6.6,6.4,,9,,SANTA CRUZ ISLANDS       USGS,2012-01-09 13:07:14,7 days 22:39:22
2012-01-30 14:11:00,14.166666666666666,75.635,43.0,6.3,5.9,,9,,NEAR COAST OF PERU       USGS,2012-01-30 14:11:00,21 days 01:03:46
2012-02-02 22:34:40,17.826666666666668,167.13166666666666,23.0,6.5,6.9,,9,,VANUATU (NEW HEBRIDES)   USGS,2012-02-02 22:34:40,3 days 08:23:40
2012-02-06 12:49:12,9.998333333333331,123.205,11.0,6.3,6.6,,9,,"NEGROS, PHILIPPINE IS.   USGS",2012-02-06 12:49:12,3 days 14:14:32
2012-02-14 17:19:55,10.39,161.10166666666666,51.0,6.2,,,9,,SOLOMON ISLANDS          USGS,2012-02-14 17:19:55,8 days 04:30:43
2012-02-26 11:34:59,22.648333333333333,120.76666666666668,31.0,6.2,5.9,1.0,8,311.0,TAIWAN REGION            NPS,2012-02-26 11:34:59,11 days 18:15:04
2012-02-26 15:17:19,51.70666666666666,95.99,12.0,6.4,6.6,,9,,"SW SIBERIA, RUSSIA       USGS",2012-02-26 15:17:19,0 days 03:42:20
2012-03-03 21:19:55,22.14,170.34,14.0,6.5,6.4,,9,,LOYALTY ISLANDS REGION   USGS,2012-03-03 21:19:55,6 days 06:02:36
2012-03-09 16:09:50,19.125,169.61166666666668,16.0,6.1,6.7,,9,,VANUATU (NEW HEBRIDES)   USGS,2012-03-09 16:09:50,5 days 18:49:55
2012-03-14 18:08:33,40.775,145.22666666666666,64.0,6.9,6.9,4.0,8,326.0,FAR SE OFF HOKKAIDO      NPS,2012-03-14 18:08:33,5 days 01:58:43
2012-03-14 21:05:04,35.74666666666667,140.93166666666667,15.0,6.1,5.9,5.5,3,110.0,NEAR CHOSHI CITY         NPS,2012-03-14 21:05:04,0 days 02:56:31
2012-03-21 02:56:18,3.8116666666666665,140.265,66.0,6.2,,,9,,"IRIAN JAYA, INDONESIA    USGS",2012-03-21 02:56:18,6 days 05:51:14
2012-03-22 07:15:06,6.241666666666666,145.955,118.0,6.3,,,9,,"NEW GUINEA, P.N.G        USGS",2012-03-22 07:15:06,1 days 04:18:48
